Year,Geographical Location,Income decile,Income,Income range
1988,Canada,Third decile,33000,NA
1988,Canada,Fourth decile,43800,NA
1988,Canada,Fifth decile,56000,NA
1988,Canada,Sixth decile,68800,NA
1988,Canada,Seventh decile,83100,NA
1988,Canada,Eighth decile,100100,NA
1988,Canada,Ninth decile,123800,NA
1988,Canada,Highest decile,192800,NA
1988,Atlantic provinces,Total deciles,62300,141000
1988,Atlantic provinces,Lowest decile,12100,NA
1988,Atlantic provinces,Second decile,20700,NA
1988,Atlantic provinces,Third decile,29500,NA
1988,Atlantic provinces,Fourth decile,38400,NA
1988,Atlantic provinces,Fifth decile,48600,NA
1988,Atlantic provinces,Sixth decile,59800,NA
1988,Atlantic provinces,Seventh decile,71900,NA
1988,Atlantic provinces,Eighth decile,85600,NA
1988,Atlantic provinces,Ninth decile,103600,NA
1988,Atlantic provinces,Highest decile,153100,NA
1988,Newfoundland and Labrador,Total deciles,62000,132000
1988,Newfoundland and Labrador,Lowest decile,13400,NA
1988,Newfoundland and Labrador,Second decile,22800,NA
1988,Newfoundland and Labrador,Third decile,30800,NA
1988,Newfoundland and Labrador,Fourth decile,39800,NA
1988,Newfoundland and Labrador,Fifth decile,49200,NA
1988,Newfoundland and Labrador,Sixth decile,60700,NA
1988,Newfoundland and Labrador,Seventh decile,71800,NA
1988,Newfoundland and Labrador,Eighth decile,84600,NA
1988,Newfoundland and Labrador,Ninth decile,101700,NA
1988,Newfoundland and Labrador,Highest decile,145400,NA
1988,Prince Edward Island,Total deciles,58000,129600
1988,Prince Edward Island,Lowest decile,12100,NA
1988,Prince Edward Island,Second decile,20900,NA
1988,Prince Edward Island,Third decile,29500,NA
1988,Prince Edward Island,Fourth decile,37200,NA
1988,Prince Edward Island,Fifth decile,44900,NA
1988,Prince Edward Island,Sixth decile,54700,NA
1988,Prince Edward Island,Seventh decile,65100,NA
1988,Prince Edward Island,Eighth decile,77900,NA
1988,Prince Edward Island,Ninth decile,96300,NA
1988,Prince Edward Island,Highest decile,141700,NA
1988,Nova Scotia,Total deciles,63800,149900
1988,Nova Scotia,Lowest decile,11200,NA
1988,Nova Scotia,Second decile,19900,NA
1988,Nova Scotia,Third decile,28800,NA
1988,Nova Scotia,Fourth decile,37900,NA
1988,Nova Scotia,Fifth decile,49400,NA
1988,Nova Scotia,Sixth decile,61800,NA
1988,Nova Scotia,Seventh decile,74200,NA
1988,Nova Scotia,Eighth decile,88300,NA
1988,Nova Scotia,Ninth decile,105500,NA
1988,Nova Scotia,Highest decile,161100,NA
1988,New Brunswick,Total deciles,61400,137400
1988,New Brunswick,Lowest decile,12500,NA
1988,New Brunswick,Second decile,20500,NA
1988,New Brunswick,Third decile,29400,NA
1988,New Brunswick,Fourth decile,38100,NA
1988,New Brunswick,Fifth decile,47900,NA
1988,New Brunswick,Sixth decile,58100,NA
1988,New Brunswick,Seventh decile,70000,NA
1988,New Brunswick,Eighth decile,84200,NA
1988,New Brunswick,Ninth decile,103100,NA
1988,New Brunswick,Highest decile,149900,NA
1988,Quebec,Total deciles,65600,158900
1988,Quebec,Lowest decile,11300,NA
1988,Quebec,Second decile,19600,NA
1988,Quebec,Third decile,28500,NA
1988,Quebec,Fourth decile,38500,NA
1988,Quebec,Fifth decile,49600,NA
1988,Quebec,Sixth decile,61600,NA
1988,Quebec,Seventh decile,74300,NA
1988,Quebec,Eighth decile,90400,NA
1988,Quebec,Ninth decile,112200,NA
1988,Quebec,Highest decile,170200,NA
1988,Ontario,Total deciles,84000,205400
1988,Ontario,Lowest decile,13200,NA
1988,Ontario,Second decile,26300,NA
1988,Ontario,Third decile,38900,NA
1988,Ontario,Fourth decile,51500,NA
1988,Ontario,Fifth decile,65000,NA
1988,Ontario,Sixth decile,78900,NA
1988,Ontario,Seventh decile,94800,NA
1988,Ontario,Eighth decile,112500,NA
1988,Ontario,Ninth decile,140000,NA
1988,Ontario,Highest decile,218600,NA
1988,Prairie provinces,Total deciles,69700,172300
1988,Prairie provinces,Lowest decile,10500,NA
1988,Prairie provinces,Second decile,22000,NA
1988,Prairie provinces,Third decile,31400,NA
1988,Prairie provinces,Fourth decile,40900,NA
1988,Prairie provinces,Fifth decile,52500,NA
1988,Prairie provinces,Sixth decile,65100,NA
1988,Prairie provinces,Seventh decile,79300,NA
1988,Prairie provinces,Eighth decile,95000,NA
1988,Prairie provinces,Ninth decile,117600,NA
1988,Prairie provinces,Highest decile,182800,NA
1988,Manitoba,Total deciles,66500,166200
1988,Manitoba,Lowest decile,11000,NA
1988,Manitoba,Second decile,21600,NA
1988,Manitoba,Third decile,30700,NA
1988,Manitoba,Fourth decile,39000,NA
1988,Manitoba,Fifth decile,49500,NA
1988,Manitoba,Sixth decile,61100,NA
1988,Manitoba,Seventh decile,73900,NA
1988,Manitoba,Eighth decile,90100,NA
1988,Manitoba,Ninth decile,110900,NA
1988,Manitoba,Highest decile,177200,NA
1988,Saskatchewan,Total deciles,63600,158600
1988,Saskatchewan,Lowest decile,10000,NA
1988,Saskatchewan,Second decile,20500,NA
1988,Saskatchewan,Third decile,28200,NA
1988,Saskatchewan,Fourth decile,37200,NA
1988,Saskatchewan,Fifth decile,46300,NA
1988,Saskatchewan,Sixth decile,57300,NA
1988,Saskatchewan,Seventh decile,71200,NA
1988,Saskatchewan,Eighth decile,87600,NA
1988,Saskatchewan,Ninth decile,108700,NA
1988,Saskatchewan,Highest decile,168600,NA
1988,Alberta,Total deciles,73600,179200
1988,Alberta,Lowest decile,10500,NA
1988,Alberta,Second decile,23100,NA
1988,Alberta,Third decile,33300,NA
1988,Alberta,Fourth decile,43700,NA
1988,Alberta,Fifth decile,57200,NA
1988,Alberta,Sixth decile,70400,NA
1988,Alberta,Seventh decile,84000,NA
1988,Alberta,Eighth decile,100200,NA
1988,Alberta,Ninth decile,123700,NA
1988,Alberta,Highest decile,189700,NA
1988,British Columbia,Total deciles,72100,169000
1988,British Columbia,Lowest decile,12200,NA
1988,British Columbia,Second decile,22800,NA
1988,British Columbia,Third decile,33100,NA
1988,British Columbia,Fourth decile,43600,NA
1988,British Columbia,Fifth decile,56200,NA
1988,British Columbia,Sixth decile,68200,NA
1988,British Columbia,Seventh decile,82500,NA
1988,British Columbia,Eighth decile,99400,NA
1988,British Columbia,Ninth decile,121300,NA
1988,British Columbia,Highest decile,181200,NA
1989,Canada,Total deciles,75500,186100
1989,Canada,Lowest decile,12700,NA
1989,Canada,Second decile,23700,NA
1989,Canada,Third decile,34100,NA
1989,Canada,Fourth decile,45600,NA
1989,Canada,Fifth decile,57900,NA
1989,Canada,Sixth decile,70400,NA
1989,Canada,Seventh decile,84300,NA
1989,Canada,Eighth decile,101300,NA
1989,Canada,Ninth decile,125700,NA
1989,Canada,Highest decile,198800,NA
1989,Atlantic provinces,Total deciles,64400,150600
1989,Atlantic provinces,Lowest decile,12700,NA
1989,Atlantic provinces,Second decile,21100,NA
1989,Atlantic provinces,Third decile,29900,NA
1989,Atlantic provinces,Fourth decile,39400,NA
1989,Atlantic provinces,Fifth decile,50100,NA
1989,Atlantic provinces,Sixth decile,60800,NA
1989,Atlantic provinces,Seventh decile,72500,NA
1989,Atlantic provinces,Eighth decile,87000,NA
1989,Atlantic provinces,Ninth decile,107300,NA
1989,Atlantic provinces,Highest decile,163300,NA
1989,Newfoundland and Labrador,Total deciles,65200,145900
1989,Newfoundland and Labrador,Lowest decile,13800,NA
1989,Newfoundland and Labrador,Second decile,24500,NA
1989,Newfoundland and Labrador,Third decile,33300,NA
1989,Newfoundland and Labrador,Fourth decile,42300,NA
1989,Newfoundland and Labrador,Fifth decile,52300,NA
1989,Newfoundland and Labrador,Sixth decile,62500,NA
1989,Newfoundland and Labrador,Seventh decile,73600,NA
1989,Newfoundland and Labrador,Eighth decile,86200,NA
1989,Newfoundland and Labrador,Ninth decile,103700,NA
1989,Newfoundland and Labrador,Highest decile,159700,NA
1989,Prince Edward Island,Total deciles,61100,147000
1989,Prince Edward Island,Lowest decile,11300,NA
1989,Prince Edward Island,Second decile,20500,NA
1989,Prince Edward Island,Third decile,28500,NA
1989,Prince Edward Island,Fourth decile,37300,NA
1989,Prince Edward Island,Fifth decile,45800,NA
1989,Prince Edward Island,Sixth decile,55600,NA
1989,Prince Edward Island,Seventh decile,69200,NA
1989,Prince Edward Island,Eighth decile,83400,NA
1989,Prince Edward Island,Ninth decile,101200,NA
1989,Prince Edward Island,Highest decile,158300,NA
1989,Nova Scotia,Total deciles,65200,156800
1989,Nova Scotia,Lowest decile,12400,NA
1989,Nova Scotia,Second decile,20300,NA
1989,Nova Scotia,Third decile,28100,NA
1989,Nova Scotia,Fourth decile,37800,NA
1989,Nova Scotia,Fifth decile,49600,NA
1989,Nova Scotia,Sixth decile,60800,NA
1989,Nova Scotia,Seventh decile,73400,NA
1989,Nova Scotia,Eighth decile,89100,NA
1989,Nova Scotia,Ninth decile,111600,NA
1989,Nova Scotia,Highest decile,169200,NA
1989,New Brunswick,Total deciles,63400,145900
1989,New Brunswick,Lowest decile,12500,NA
1989,New Brunswick,Second decile,20900,NA
1989,New Brunswick,Third decile,29600,NA
1989,New Brunswick,Fourth decile,39800,NA
1989,New Brunswick,Fifth decile,49900,NA
1989,New Brunswick,Sixth decile,60300,NA
1989,New Brunswick,Seventh decile,71000,NA
1989,New Brunswick,Eighth decile,85700,NA
1989,New Brunswick,Ninth decile,106100,NA
1989,New Brunswick,Highest decile,158400,NA
1989,Quebec,Total deciles,67700,163000
1989,Quebec,Lowest decile,12200,NA
1989,Quebec,Second decile,21100,NA
1989,Quebec,Third decile,30600,NA
1989,Quebec,Fourth decile,41100,NA
1989,Quebec,Fifth decile,52700,NA
1989,Quebec,Sixth decile,64600,NA
1989,Quebec,Seventh decile,76400,NA
1989,Quebec,Eighth decile,91200,NA
1989,Quebec,Ninth decile,112300,NA
1989,Quebec,Highest decile,175200,NA
1989,Ontario,Total deciles,86200,214900
1989,Ontario,Lowest decile,14700,NA
1989,Ontario,Second decile,27600,NA
1989,Ontario,Third decile,40100,NA
1989,Ontario,Fourth decile,52800,NA
1989,Ontario,Fifth decile,66100,NA
1989,Ontario,Sixth decile,80100,NA
1989,Ontario,Seventh decile,95100,NA
1989,Ontario,Eighth decile,114200,NA
1989,Ontario,Ninth decile,141500,NA
1989,Ontario,Highest decile,229600,NA
1989,Prairie provinces,Total deciles,70800,172300
1989,Prairie provinces,Lowest decile,10100,NA
1989,Prairie provinces,Second decile,22300,NA
1989,Prairie provinces,Third decile,31500,NA
1989,Prairie provinces,Fourth decile,41800,NA
1989,Prairie provinces,Fifth decile,53900,NA
1989,Prairie provinces,Sixth decile,66400,NA
1989,Prairie provinces,Seventh decile,80500,NA
1989,Prairie provinces,Eighth decile,97700,NA
1989,Prairie provinces,Ninth decile,121300,NA
1989,Prairie provinces,Highest decile,182400,NA
1989,Manitoba,Total deciles,68800,167100
1989,Manitoba,Lowest decile,13100,NA
1989,Manitoba,Second decile,23000,NA
1989,Manitoba,Third decile,31300,NA
1989,Manitoba,Fourth decile,40400,NA
1989,Manitoba,Fifth decile,50900,NA
1989,Manitoba,Sixth decile,62500,NA
1989,Manitoba,Seventh decile,76200,NA
1989,Manitoba,Eighth decile,93400,NA
1989,Manitoba,Ninth decile,116800,NA
1989,Manitoba,Highest decile,180200,NA
1989,Saskatchewan,Total deciles,64100,154900
1989,Saskatchewan,Lowest decile,9700,NA
1989,Saskatchewan,Second decile,20500,NA
1989,Saskatchewan,Third decile,28400,NA
1989,Saskatchewan,Fourth decile,37000,NA
1989,Saskatchewan,Fifth decile,47300,NA
1989,Saskatchewan,Sixth decile,59500,NA
1989,Saskatchewan,Seventh decile,73000,NA
1989,Saskatchewan,Eighth decile,89800,NA
1989,Saskatchewan,Ninth decile,110800,NA
1989,Saskatchewan,Highest decile,164600,NA
1989,Alberta,Total deciles,74300,180100
1989,Alberta,Lowest decile,9000,NA
1989,Alberta,Second decile,23000,NA
1989,Alberta,Third decile,33200,NA
1989,Alberta,Fourth decile,45100,NA
1989,Alberta,Fifth decile,58300,NA
1989,Alberta,Sixth decile,70800,NA
1989,Alberta,Seventh decile,85000,NA
1989,Alberta,Eighth decile,102800,NA
1989,Alberta,Ninth decile,127000,NA
1989,Alberta,Highest decile,189100,NA
1989,British Columbia,Total deciles,73200,168700
1989,British Columbia,Lowest decile,12700,NA
1989,British Columbia,Second decile,24300,NA
1989,British Columbia,Third decile,33600,NA
1989,British Columbia,Fourth decile,45100,NA
1989,British Columbia,Fifth decile,58100,NA
1989,British Columbia,Sixth decile,69700,NA
1989,British Columbia,Seventh decile,83500,NA
1989,British Columbia,Eighth decile,100400,NA
1989,British Columbia,Ninth decile,123300,NA
1989,British Columbia,Highest decile,181400,NA
1990,Canada,Total deciles,73300,185200
1990,Canada,Lowest decile,11300,NA
1990,Canada,Second decile,22100,NA
1990,Canada,Third decile,31900,NA
1990,Canada,Fourth decile,42500,NA
1990,Canada,Fifth decile,54700,NA
1990,Canada,Sixth decile,67900,NA
1990,Canada,Seventh decile,82200,NA
1990,Canada,Eighth decile,99400,NA
1990,Canada,Ninth decile,124000,NA
1990,Canada,Highest decile,196500,NA
1990,Atlantic provinces,Total deciles,63300,147600
1990,Atlantic provinces,Lowest decile,12300,NA
1990,Atlantic provinces,Second decile,21300,NA
1990,Atlantic provinces,Third decile,29900,NA
1990,Atlantic provinces,Fourth decile,38500,NA
1990,Atlantic provinces,Fifth decile,48600,NA
1990,Atlantic provinces,Sixth decile,59000,NA
1990,Atlantic provinces,Seventh decile,71200,NA
1990,Atlantic provinces,Eighth decile,86300,NA
1990,Atlantic provinces,Ninth decile,105800,NA
1990,Atlantic provinces,Highest decile,159900,NA
1990,Newfoundland and Labrador,Total deciles,62900,145500
1990,Newfoundland and Labrador,Lowest decile,12300,NA
1990,Newfoundland and Labrador,Second decile,21600,NA
1990,Newfoundland and Labrador,Third decile,30300,NA
1990,Newfoundland and Labrador,Fourth decile,39100,NA
1990,Newfoundland and Labrador,Fifth decile,48700,NA
1990,Newfoundland and Labrador,Sixth decile,58000,NA
1990,Newfoundland and Labrador,Seventh decile,69700,NA
1990,Newfoundland and Labrador,Eighth decile,85200,NA
1990,Newfoundland and Labrador,Ninth decile,105900,NA
1990,Newfoundland and Labrador,Highest decile,157800,NA
1990,Prince Edward Island,Total deciles,60900,140100
1990,Prince Edward Island,Lowest decile,12300,NA
1990,Prince Edward Island,Second decile,21300,NA
1990,Prince Edward Island,Third decile,30300,NA
1990,Prince Edward Island,Fourth decile,38500,NA
1990,Prince Edward Island,Fifth decile,47200,NA
1990,Prince Edward Island,Sixth decile,56700,NA
1990,Prince Edward Island,Seventh decile,67700,NA
1990,Prince Edward Island,Eighth decile,81700,NA
1990,Prince Edward Island,Ninth decile,100600,NA
1990,Prince Edward Island,Highest decile,152400,NA
1990,Nova Scotia,Total deciles,65000,153000
1990,Nova Scotia,Lowest decile,12600,NA
1990,Nova Scotia,Second decile,21700,NA
1990,Nova Scotia,Third decile,30500,NA
1990,Nova Scotia,Fourth decile,38900,NA
1990,Nova Scotia,Fifth decile,48900,NA
1990,Nova Scotia,Sixth decile,60200,NA
1990,Nova Scotia,Seventh decile,73200,NA
1990,Nova Scotia,Eighth decile,88500,NA
1990,Nova Scotia,Ninth decile,110300,NA
1990,Nova Scotia,Highest decile,165600,NA
1990,New Brunswick,Total deciles,61800,142600
1990,New Brunswick,Lowest decile,11900,NA
1990,New Brunswick,Second decile,20800,NA
1990,New Brunswick,Third decile,28700,NA
1990,New Brunswick,Fourth decile,37600,NA
1990,New Brunswick,Fifth decile,48300,NA
1990,New Brunswick,Sixth decile,59000,NA
1990,New Brunswick,Seventh decile,70500,NA
1990,New Brunswick,Eighth decile,85100,NA
1990,New Brunswick,Ninth decile,101800,NA
1990,New Brunswick,Highest decile,154500,NA
1990,Quebec,Total deciles,65000,159200
1990,Quebec,Lowest decile,11400,NA
1990,Quebec,Second decile,19200,NA
1990,Quebec,Third decile,27400,NA
1990,Quebec,Fourth decile,37000,NA
1990,Quebec,Fifth decile,47500,NA
1990,Quebec,Sixth decile,60100,NA
1990,Quebec,Seventh decile,73700,NA
1990,Quebec,Eighth decile,90400,NA
1990,Quebec,Ninth decile,112400,NA
1990,Quebec,Highest decile,170600,NA
1990,Ontario,Total deciles,82900,209000
1990,Ontario,Lowest decile,13300,NA
1990,Ontario,Second decile,25700,NA
1990,Ontario,Third decile,37300,NA
1990,Ontario,Fourth decile,50300,NA
1990,Ontario,Fifth decile,63400,NA
1990,Ontario,Sixth decile,77000,NA
1990,Ontario,Seventh decile,91700,NA
1990,Ontario,Eighth decile,110900,NA
1990,Ontario,Ninth decile,137000,NA
1990,Ontario,Highest decile,222300,NA
1990,Prairie provinces,Total deciles,70000,175500
1990,Prairie provinces,Lowest decile,9900,NA
1990,Prairie provinces,Second decile,21700,NA
1990,Prairie provinces,Third decile,30800,NA
1990,Prairie provinces,Fourth decile,40600,NA
1990,Prairie provinces,Fifth decile,52200,NA
1990,Prairie provinces,Sixth decile,65100,NA
1990,Prairie provinces,Seventh decile,79000,NA
1990,Prairie provinces,Eighth decile,95600,NA
1990,Prairie provinces,Ninth decile,119500,NA
1990,Prairie provinces,Highest decile,185400,NA
1990,Manitoba,Total deciles,65800,157000
1990,Manitoba,Lowest decile,11000,NA
1990,Manitoba,Second decile,21400,NA
1990,Manitoba,Third decile,29500,NA
1990,Manitoba,Fourth decile,39000,NA
1990,Manitoba,Fifth decile,49900,NA
1990,Manitoba,Sixth decile,62000,NA
1990,Manitoba,Seventh decile,75100,NA
1990,Manitoba,Eighth decile,90700,NA
1990,Manitoba,Ninth decile,111000,NA
1990,Manitoba,Highest decile,168000,NA
1990,Saskatchewan,Total deciles,62800,165600
1990,Saskatchewan,Lowest decile,8000,NA
1990,Saskatchewan,Second decile,19900,NA
1990,Saskatchewan,Third decile,27300,NA
1990,Saskatchewan,Fourth decile,36200,NA
1990,Saskatchewan,Fifth decile,45900,NA
1990,Saskatchewan,Sixth decile,57100,NA
1990,Saskatchewan,Seventh decile,69400,NA
1990,Saskatchewan,Eighth decile,83700,NA
1990,Saskatchewan,Ninth decile,107000,NA
1990,Saskatchewan,Highest decile,173600,NA
1990,Alberta,Total deciles,74600,185000
1990,Alberta,Lowest decile,10300,NA
1990,Alberta,Second decile,22700,NA
1990,Alberta,Third decile,33000,NA
1990,Alberta,Fourth decile,43700,NA
1990,Alberta,Fifth decile,56100,NA
1990,Alberta,Sixth decile,70100,NA
1990,Alberta,Seventh decile,84800,NA
1990,Alberta,Eighth decile,102200,NA
1990,Alberta,Ninth decile,127400,NA
1990,Alberta,Highest decile,195300,NA
1990,British Columbia,Total deciles,72700,189500
1990,British Columbia,Lowest decile,8500,NA
1990,British Columbia,Second decile,21500,NA
1990,British Columbia,Third decile,30900,NA
1990,British Columbia,Fourth decile,41000,NA
1990,British Columbia,Fifth decile,53800,NA
1990,British Columbia,Sixth decile,67800,NA
1990,British Columbia,Seventh decile,83000,NA
1990,British Columbia,Eighth decile,99800,NA
1990,British Columbia,Ninth decile,122400,NA
1990,British Columbia,Highest decile,198000,NA
1991,Canada,Total deciles,70500,183100
1991,Canada,Lowest decile,10700,NA
1991,Canada,Second decile,21100,NA
1991,Canada,Third decile,30100,NA
1991,Canada,Fourth decile,40500,NA
1991,Canada,Fifth decile,51800,NA
1991,Canada,Sixth decile,64100,NA
1991,Canada,Seventh decile,78300,NA
1991,Canada,Eighth decile,95600,NA
1991,Canada,Ninth decile,119200,NA
1991,Canada,Highest decile,193800,NA
1991,Atlantic provinces,Total deciles,60900,145000
1991,Atlantic provinces,Lowest decile,10800,NA
1991,Atlantic provinces,Second decile,19900,NA
1991,Atlantic provinces,Third decile,28100,NA
1991,Atlantic provinces,Fourth decile,36700,NA
1991,Atlantic provinces,Fifth decile,46500,NA
1991,Atlantic provinces,Sixth decile,56500,NA
1991,Atlantic provinces,Seventh decile,68400,NA
1991,Atlantic provinces,Eighth decile,82400,NA
1991,Atlantic provinces,Ninth decile,103400,NA
1991,Atlantic provinces,Highest decile,155800,NA
1991,Newfoundland and Labrador,Total deciles,60700,151400
1991,Newfoundland and Labrador,Lowest decile,8900,NA
1991,Newfoundland and Labrador,Second decile,19500,NA
1991,Newfoundland and Labrador,Third decile,28400,NA
1991,Newfoundland and Labrador,Fourth decile,36700,NA
1991,Newfoundland and Labrador,Fifth decile,47200,NA
1991,Newfoundland and Labrador,Sixth decile,56500,NA
1991,Newfoundland and Labrador,Seventh decile,67900,NA
1991,Newfoundland and Labrador,Eighth decile,80300,NA
1991,Newfoundland and Labrador,Ninth decile,101200,NA
1991,Newfoundland and Labrador,Highest decile,160300,NA
1991,Prince Edward Island,Total deciles,58900,140200
1991,Prince Edward Island,Lowest decile,9800,NA
1991,Prince Edward Island,Second decile,18900,NA
1991,Prince Edward Island,Third decile,27000,NA
1991,Prince Edward Island,Fourth decile,35800,NA
1991,Prince Edward Island,Fifth decile,45500,NA
1991,Prince Edward Island,Sixth decile,55800,NA
1991,Prince Edward Island,Seventh decile,67200,NA
1991,Prince Edward Island,Eighth decile,80000,NA
1991,Prince Edward Island,Ninth decile,99500,NA
1991,Prince Edward Island,Highest decile,150000,NA
1991,Nova Scotia,Total deciles,61800,144900
1991,Nova Scotia,Lowest decile,11700,NA
1991,Nova Scotia,Second decile,20500,NA
1991,Nova Scotia,Third decile,28700,NA
1991,Nova Scotia,Fourth decile,37800,NA
1991,Nova Scotia,Fifth decile,47200,NA
1991,Nova Scotia,Sixth decile,57300,NA
1991,Nova Scotia,Seventh decile,69300,NA
1991,Nova Scotia,Eighth decile,83800,NA
1991,Nova Scotia,Ninth decile,105000,NA
1991,Nova Scotia,Highest decile,156600,NA
1991,New Brunswick,Total deciles,60100,141300
1991,New Brunswick,Lowest decile,11100,NA
1991,New Brunswick,Second decile,19600,NA
1991,New Brunswick,Third decile,27500,NA
1991,New Brunswick,Fourth decile,35400,NA
1991,New Brunswick,Fifth decile,45100,NA
1991,New Brunswick,Sixth decile,55700,NA
1991,New Brunswick,Seventh decile,67800,NA
1991,New Brunswick,Eighth decile,83000,NA
1991,New Brunswick,Ninth decile,103600,NA
1991,New Brunswick,Highest decile,152400,NA
1991,Quebec,Total deciles,63200,161600
1991,Quebec,Lowest decile,10000,NA
1991,Quebec,Second decile,18400,NA
1991,Quebec,Third decile,26400,NA
1991,Quebec,Fourth decile,36400,NA
1991,Quebec,Fifth decile,47100,NA
1991,Quebec,Sixth decile,57900,NA
1991,Quebec,Seventh decile,70900,NA
1991,Quebec,Eighth decile,86100,NA
1991,Quebec,Ninth decile,107400,NA
1991,Quebec,Highest decile,171600,NA
1991,Ontario,Total deciles,78800,205400
1991,Ontario,Lowest decile,12400,NA
1991,Ontario,Second decile,23700,NA
1991,Ontario,Third decile,34200,NA
1991,Ontario,Fourth decile,45700,NA
1991,Ontario,Fifth decile,58100,NA
1991,Ontario,Sixth decile,71600,NA
1991,Ontario,Seventh decile,87100,NA
1991,Ontario,Eighth decile,106100,NA
1991,Ontario,Ninth decile,131700,NA
1991,Ontario,Highest decile,217800,NA
1991,Prairie provinces,Total deciles,68700,178900
1991,Prairie provinces,Lowest decile,9900,NA
1991,Prairie provinces,Second decile,21200,NA
1991,Prairie provinces,Third decile,30100,NA
1991,Prairie provinces,Fourth decile,39800,NA
1991,Prairie provinces,Fifth decile,50600,NA
1991,Prairie provinces,Sixth decile,62200,NA
1991,Prairie provinces,Seventh decile,76200,NA
1991,Prairie provinces,Eighth decile,92900,NA
1991,Prairie provinces,Ninth decile,115200,NA
1991,Prairie provinces,Highest decile,188800,NA
1991,Manitoba,Total deciles,62700,153100
1991,Manitoba,Lowest decile,11100,NA
1991,Manitoba,Second decile,21200,NA
1991,Manitoba,Third decile,28700,NA
1991,Manitoba,Fourth decile,36900,NA
1991,Manitoba,Fifth decile,46600,NA
1991,Manitoba,Sixth decile,57600,NA
1991,Manitoba,Seventh decile,69800,NA
1991,Manitoba,Eighth decile,85500,NA
1991,Manitoba,Ninth decile,105100,NA
1991,Manitoba,Highest decile,164200,NA
1991,Saskatchewan,Total deciles,60600,154500
1991,Saskatchewan,Lowest decile,7700,NA
1991,Saskatchewan,Second decile,18900,NA
1991,Saskatchewan,Third decile,26000,NA
1991,Saskatchewan,Fourth decile,35600,NA
1991,Saskatchewan,Fifth decile,44500,NA
1991,Saskatchewan,Sixth decile,56100,NA
1991,Saskatchewan,Seventh decile,68700,NA
1991,Saskatchewan,Eighth decile,83200,NA
1991,Saskatchewan,Ninth decile,102600,NA
1991,Saskatchewan,Highest decile,162200,NA
1991,Alberta,Total deciles,74300,196300
1991,Alberta,Lowest decile,10300,NA
1991,Alberta,Second decile,22500,NA
1991,Alberta,Third decile,32600,NA
1991,Alberta,Fourth decile,43400,NA
1991,Alberta,Fifth decile,54300,NA
1991,Alberta,Sixth decile,67100,NA
1991,Alberta,Seventh decile,82400,NA
1991,Alberta,Eighth decile,100000,NA
1991,Alberta,Ninth decile,123700,NA
1991,Alberta,Highest decile,206600,NA
1991,British Columbia,Total deciles,69700,174700
1991,British Columbia,Lowest decile,10300,NA
1991,British Columbia,Second decile,20400,NA
1991,British Columbia,Third decile,29300,NA
1991,British Columbia,Fourth decile,39100,NA
1991,British Columbia,Fifth decile,51200,NA
1991,British Columbia,Sixth decile,64700,NA
1991,British Columbia,Seventh decile,80000,NA
1991,British Columbia,Eighth decile,97000,NA
1991,British Columbia,Ninth decile,120400,NA
1991,British Columbia,Highest decile,185000,NA
1992,Canada,Total deciles,70200,182600
1992,Canada,Lowest decile,10100,NA
1992,Canada,Second decile,21000,NA
1992,Canada,Third decile,29900,NA
1992,Canada,Fourth decile,40000,NA
1992,Canada,Fifth decile,51300,NA
1992,Canada,Sixth decile,64000,NA
1992,Canada,Seventh decile,78300,NA
1992,Canada,Eighth decile,95300,NA
1992,Canada,Ninth decile,119500,NA
1992,Canada,Highest decile,192700,NA
1992,Atlantic provinces,Total deciles,61000,148000
1992,Atlantic provinces,Lowest decile,11200,NA
1992,Atlantic provinces,Second decile,19300,NA
1992,Atlantic provinces,Third decile,27200,NA
1992,Atlantic provinces,Fourth decile,35800,NA
1992,Atlantic provinces,Fifth decile,45900,NA
1992,Atlantic provinces,Sixth decile,56300,NA
1992,Atlantic provinces,Seventh decile,68800,NA
1992,Atlantic provinces,Eighth decile,83400,NA
1992,Atlantic provinces,Ninth decile,102800,NA
1992,Atlantic provinces,Highest decile,159200,NA
1992,Newfoundland and Labrador,Total deciles,59700,141700
1992,Newfoundland and Labrador,Lowest decile,10900,NA
1992,Newfoundland and Labrador,Second decile,19200,NA
1992,Newfoundland and Labrador,Third decile,27500,NA
1992,Newfoundland and Labrador,Fourth decile,34900,NA
1992,Newfoundland and Labrador,Fifth decile,45000,NA
1992,Newfoundland and Labrador,Sixth decile,55500,NA
1992,Newfoundland and Labrador,Seventh decile,66900,NA
1992,Newfoundland and Labrador,Eighth decile,82500,NA
1992,Newfoundland and Labrador,Ninth decile,102200,NA
1992,Newfoundland and Labrador,Highest decile,152600,NA
1992,Prince Edward Island,Total deciles,60300,137700
1992,Prince Edward Island,Lowest decile,11500,NA
1992,Prince Edward Island,Second decile,21400,NA
1992,Prince Edward Island,Third decile,30300,NA
1992,Prince Edward Island,Fourth decile,39200,NA
1992,Prince Edward Island,Fifth decile,47800,NA
1992,Prince Edward Island,Sixth decile,56500,NA
1992,Prince Edward Island,Seventh decile,67700,NA
1992,Prince Edward Island,Eighth decile,80800,NA
1992,Prince Edward Island,Ninth decile,98700,NA
1992,Prince Edward Island,Highest decile,149200,NA
1992,Nova Scotia,Total deciles,62500,155000
1992,Nova Scotia,Lowest decile,11400,NA
1992,Nova Scotia,Second decile,19200,NA
1992,Nova Scotia,Third decile,27100,NA
