Year,Geographical Location,Income decile,Income,Income range
2011,Prairie provinces,Highest decile,293900,NA
2011,Manitoba,Total deciles,79700,205800
2011,Manitoba,Lowest decile,12400,NA
2011,Manitoba,Second decile,26000,NA
2011,Manitoba,Third decile,36500,NA
2011,Manitoba,Fourth decile,46600,NA
2011,Manitoba,Fifth decile,57500,NA
2011,Manitoba,Sixth decile,70700,NA
2011,Manitoba,Seventh decile,86800,NA
2011,Manitoba,Eighth decile,107000,NA
2011,Manitoba,Ninth decile,135300,NA
2011,Manitoba,Highest decile,218200,NA
2011,Saskatchewan,Total deciles,89300,246300
2011,Saskatchewan,Lowest decile,14000,NA
2011,Saskatchewan,Second decile,25100,NA
2011,Saskatchewan,Third decile,36500,NA
2011,Saskatchewan,Fourth decile,48200,NA
2011,Saskatchewan,Fifth decile,61500,NA
2011,Saskatchewan,Sixth decile,76500,NA
2011,Saskatchewan,Seventh decile,96600,NA
2011,Saskatchewan,Eighth decile,120700,NA
2011,Saskatchewan,Ninth decile,153800,NA
2011,Saskatchewan,Highest decile,260300,NA
2011,Alberta,Total deciles,105000,307100
2011,Alberta,Lowest decile,13200,NA
2011,Alberta,Second decile,27800,NA
2011,Alberta,Third decile,41900,NA
2011,Alberta,Fourth decile,55200,NA
2011,Alberta,Fifth decile,71100,NA
2011,Alberta,Sixth decile,91400,NA
2011,Alberta,Seventh decile,111600,NA
2011,Alberta,Eighth decile,138300,NA
2011,Alberta,Ninth decile,178800,NA
2011,Alberta,Highest decile,320300,NA
2011,British Columbia,Total deciles,81100,231000
2011,British Columbia,Lowest decile,9600,NA
2011,British Columbia,Second decile,20800,NA
2011,British Columbia,Third decile,30800,NA
2011,British Columbia,Fourth decile,41900,NA
2011,British Columbia,Fifth decile,54500,NA
2011,British Columbia,Sixth decile,70200,NA
2011,British Columbia,Seventh decile,88000,NA
2011,British Columbia,Eighth decile,111800,NA
2011,British Columbia,Ninth decile,143000,NA
2011,British Columbia,Highest decile,240600,NA
2012,Canada,Total deciles,86400,248800
2012,Canada,Lowest decile,10500,NA
2012,Canada,Second decile,23800,NA
2012,Canada,Third decile,35100,NA
2012,Canada,Fourth decile,46500,NA
2012,Canada,Fifth decile,59200,NA
2012,Canada,Sixth decile,74300,NA
2012,Canada,Seventh decile,92100,NA
2012,Canada,Eighth decile,115400,NA
2012,Canada,Ninth decile,147900,NA
2012,Canada,Highest decile,259300,NA
2012,Atlantic provinces,Total deciles,75500,199100
2012,Atlantic provinces,Lowest decile,10900,NA
2012,Atlantic provinces,Second decile,23100,NA
2012,Atlantic provinces,Third decile,33100,NA
2012,Atlantic provinces,Fourth decile,42200,NA
2012,Atlantic provinces,Fifth decile,53100,NA
2012,Atlantic provinces,Sixth decile,65500,NA
2012,Atlantic provinces,Seventh decile,81000,NA
2012,Atlantic provinces,Eighth decile,102600,NA
2012,Atlantic provinces,Ninth decile,133300,NA
2012,Atlantic provinces,Highest decile,210000,NA
2012,Newfoundland and Labrador,Total deciles,82900,228700
2012,Newfoundland and Labrador,Lowest decile,12900,NA
2012,Newfoundland and Labrador,Second decile,23300,NA
2012,Newfoundland and Labrador,Third decile,33900,NA
2012,Newfoundland and Labrador,Fourth decile,45300,NA
2012,Newfoundland and Labrador,Fifth decile,56200,NA
2012,Newfoundland and Labrador,Sixth decile,69000,NA
2012,Newfoundland and Labrador,Seventh decile,87200,NA
2012,Newfoundland and Labrador,Eighth decile,112400,NA
2012,Newfoundland and Labrador,Ninth decile,147000,NA
2012,Newfoundland and Labrador,Highest decile,241600,NA
2012,Prince Edward Island,Total deciles,72600,173100
2012,Prince Edward Island,Lowest decile,13400,NA
2012,Prince Edward Island,Second decile,24400,NA
2012,Prince Edward Island,Third decile,34200,NA
2012,Prince Edward Island,Fourth decile,42800,NA
2012,Prince Edward Island,Fifth decile,55000,NA
2012,Prince Edward Island,Sixth decile,67100,NA
2012,Prince Edward Island,Seventh decile,80200,NA
2012,Prince Edward Island,Eighth decile,98900,NA
2012,Prince Edward Island,Ninth decile,123400,NA
2012,Prince Edward Island,Highest decile,186500,NA
2012,Nova Scotia,Total deciles,74400,194000
2012,Nova Scotia,Lowest decile,10000,NA
2012,Nova Scotia,Second decile,23400,NA
2012,Nova Scotia,Third decile,32900,NA
2012,Nova Scotia,Fourth decile,41500,NA
2012,Nova Scotia,Fifth decile,52300,NA
2012,Nova Scotia,Sixth decile,65400,NA
2012,Nova Scotia,Seventh decile,81400,NA
2012,Nova Scotia,Eighth decile,101300,NA
2012,Nova Scotia,Ninth decile,131900,NA
2012,Nova Scotia,Highest decile,204000,NA
2012,New Brunswick,Total deciles,72300,186700
2012,New Brunswick,Lowest decile,10400,NA
2012,New Brunswick,Second decile,22400,NA
2012,New Brunswick,Third decile,32500,NA
2012,New Brunswick,Fourth decile,41300,NA
2012,New Brunswick,Fifth decile,51300,NA
2012,New Brunswick,Sixth decile,63600,NA
2012,New Brunswick,Seventh decile,76500,NA
2012,New Brunswick,Eighth decile,99000,NA
2012,New Brunswick,Ninth decile,128800,NA
2012,New Brunswick,Highest decile,197100,NA
2012,Quebec,Total deciles,75500,209600
2012,Quebec,Lowest decile,10700,NA
2012,Quebec,Second decile,22500,NA
2012,Quebec,Third decile,33000,NA
2012,Quebec,Fourth decile,43000,NA
2012,Quebec,Fifth decile,53500,NA
2012,Quebec,Sixth decile,65500,NA
2012,Quebec,Seventh decile,81100,NA
2012,Quebec,Eighth decile,99600,NA
2012,Quebec,Ninth decile,126000,NA
2012,Quebec,Highest decile,220300,NA
2012,Ontario,Total deciles,90400,264100
2012,Ontario,Lowest decile,10400,NA
2012,Ontario,Second decile,23800,NA
2012,Ontario,Third decile,35700,NA
2012,Ontario,Fourth decile,47400,NA
2012,Ontario,Fifth decile,61600,NA
2012,Ontario,Sixth decile,77500,NA
2012,Ontario,Seventh decile,96700,NA
2012,Ontario,Eighth decile,121500,NA
2012,Ontario,Ninth decile,155400,NA
2012,Ontario,Highest decile,274500,NA
2012,Prairie provinces,Total deciles,100800,281500
2012,Prairie provinces,Lowest decile,13400,NA
2012,Prairie provinces,Second decile,28600,NA
2012,Prairie provinces,Third decile,41700,NA
2012,Prairie provinces,Fourth decile,55100,NA
2012,Prairie provinces,Fifth decile,71200,NA
2012,Prairie provinces,Sixth decile,88000,NA
2012,Prairie provinces,Seventh decile,109000,NA
2012,Prairie provinces,Eighth decile,135000,NA
2012,Prairie provinces,Ninth decile,170800,NA
2012,Prairie provinces,Highest decile,294900,NA
2012,Manitoba,Total deciles,80700,212600
2012,Manitoba,Lowest decile,11200,NA
2012,Manitoba,Second decile,24600,NA
2012,Manitoba,Third decile,35200,NA
2012,Manitoba,Fourth decile,46000,NA
2012,Manitoba,Fifth decile,57700,NA
2012,Manitoba,Sixth decile,72900,NA
2012,Manitoba,Seventh decile,89000,NA
2012,Manitoba,Eighth decile,109400,NA
2012,Manitoba,Ninth decile,137000,NA
2012,Manitoba,Highest decile,223800,NA
2012,Saskatchewan,Total deciles,89600,234700
2012,Saskatchewan,Lowest decile,13500,NA
2012,Saskatchewan,Second decile,26500,NA
2012,Saskatchewan,Third decile,38300,NA
2012,Saskatchewan,Fourth decile,50100,NA
2012,Saskatchewan,Fifth decile,63300,NA
2012,Saskatchewan,Sixth decile,78900,NA
2012,Saskatchewan,Seventh decile,100100,NA
2012,Saskatchewan,Eighth decile,122500,NA
2012,Saskatchewan,Ninth decile,154900,NA
2012,Saskatchewan,Highest decile,248200,NA
2012,Alberta,Total deciles,109800,308300
2012,Alberta,Lowest decile,14400,NA
2012,Alberta,Second decile,30800,NA
2012,Alberta,Third decile,45300,NA
2012,Alberta,Fourth decile,60900,NA
2012,Alberta,Fifth decile,78400,NA
2012,Alberta,Sixth decile,95500,NA
2012,Alberta,Seventh decile,119300,NA
2012,Alberta,Eighth decile,146800,NA
2012,Alberta,Ninth decile,184200,NA
2012,Alberta,Highest decile,322700,NA
2012,British Columbia,Total deciles,82300,240100
2012,British Columbia,Lowest decile,8100,NA
2012,British Columbia,Second decile,21100,NA
2012,British Columbia,Third decile,31700,NA
2012,British Columbia,Fourth decile,44100,NA
2012,British Columbia,Fifth decile,56800,NA
2012,British Columbia,Sixth decile,71000,NA
2012,British Columbia,Seventh decile,88400,NA
2012,British Columbia,Eighth decile,112000,NA
2012,British Columbia,Ninth decile,141900,NA
2012,British Columbia,Highest decile,248200,NA
2013,Canada,Total deciles,87800,253100
2013,Canada,Lowest decile,10300,NA
2013,Canada,Second decile,24300,NA
2013,Canada,Third decile,36000,NA
2013,Canada,Fourth decile,47500,NA
2013,Canada,Fifth decile,59800,NA
2013,Canada,Sixth decile,74800,NA
2013,Canada,Seventh decile,93000,NA
2013,Canada,Eighth decile,116400,NA
2013,Canada,Ninth decile,152100,NA
2013,Canada,Highest decile,263400,NA
2013,Atlantic provinces,Total deciles,77800,211400
2013,Atlantic provinces,Lowest decile,11200,NA
2013,Atlantic provinces,Second decile,24000,NA
2013,Atlantic provinces,Third decile,33900,NA
2013,Atlantic provinces,Fourth decile,43900,NA
2013,Atlantic provinces,Fifth decile,55000,NA
2013,Atlantic provinces,Sixth decile,67900,NA
2013,Atlantic provinces,Seventh decile,83100,NA
2013,Atlantic provinces,Eighth decile,103100,NA
2013,Atlantic provinces,Ninth decile,133300,NA
2013,Atlantic provinces,Highest decile,222600,NA
2013,Newfoundland and Labrador,Total deciles,87200,239400
2013,Newfoundland and Labrador,Lowest decile,14000,NA
2013,Newfoundland and Labrador,Second decile,26600,NA
2013,Newfoundland and Labrador,Third decile,36800,NA
2013,Newfoundland and Labrador,Fourth decile,47300,NA
2013,Newfoundland and Labrador,Fifth decile,60800,NA
2013,Newfoundland and Labrador,Sixth decile,74400,NA
2013,Newfoundland and Labrador,Seventh decile,92600,NA
2013,Newfoundland and Labrador,Eighth decile,113600,NA
2013,Newfoundland and Labrador,Ninth decile,152400,NA
2013,Newfoundland and Labrador,Highest decile,253400,NA
2013,Prince Edward Island,Total deciles,76700,191200
2013,Prince Edward Island,Lowest decile,15500,NA
2013,Prince Edward Island,Second decile,25200,NA
2013,Prince Edward Island,Third decile,33600,NA
2013,Prince Edward Island,Fourth decile,42900,NA
2013,Prince Edward Island,Fifth decile,54900,NA
2013,Prince Edward Island,Sixth decile,69900,NA
2013,Prince Edward Island,Seventh decile,84500,NA
2013,Prince Edward Island,Eighth decile,101300,NA
2013,Prince Edward Island,Ninth decile,132500,NA
2013,Prince Edward Island,Highest decile,206700,NA
2013,Nova Scotia,Total deciles,76900,214400
2013,Nova Scotia,Lowest decile,9600,NA
2013,Nova Scotia,Second decile,23000,NA
2013,Nova Scotia,Third decile,33400,NA
2013,Nova Scotia,Fourth decile,43500,NA
2013,Nova Scotia,Fifth decile,54600,NA
2013,Nova Scotia,Sixth decile,66700,NA
2013,Nova Scotia,Seventh decile,81700,NA
2013,Nova Scotia,Eighth decile,101100,NA
2013,Nova Scotia,Ninth decile,131200,NA
2013,Nova Scotia,Highest decile,224000,NA
2013,New Brunswick,Total deciles,72700,187400
2013,New Brunswick,Lowest decile,10800,NA
2013,New Brunswick,Second decile,23400,NA
2013,New Brunswick,Third decile,32500,NA
2013,New Brunswick,Fourth decile,42300,NA
2013,New Brunswick,Fifth decile,52500,NA
2013,New Brunswick,Sixth decile,64400,NA
2013,New Brunswick,Seventh decile,78900,NA
2013,New Brunswick,Eighth decile,98700,NA
2013,New Brunswick,Ninth decile,125000,NA
2013,New Brunswick,Highest decile,198200,NA
2013,Quebec,Total deciles,75900,209800
2013,Quebec,Lowest decile,10900,NA
2013,Quebec,Second decile,22400,NA
2013,Quebec,Third decile,32700,NA
2013,Quebec,Fourth decile,43000,NA
2013,Quebec,Fifth decile,53300,NA
2013,Quebec,Sixth decile,65500,NA
2013,Quebec,Seventh decile,81400,NA
2013,Quebec,Eighth decile,100500,NA
2013,Quebec,Ninth decile,128900,NA
2013,Quebec,Highest decile,220700,NA
2013,Ontario,Total deciles,91700,270900
2013,Ontario,Lowest decile,10700,NA
2013,Ontario,Second decile,24800,NA
2013,Ontario,Third decile,37300,NA
2013,Ontario,Fourth decile,48800,NA
2013,Ontario,Fifth decile,61100,NA
2013,Ontario,Sixth decile,76700,NA
2013,Ontario,Seventh decile,96000,NA
2013,Ontario,Eighth decile,122300,NA
2013,Ontario,Ninth decile,157800,NA
2013,Ontario,Highest decile,281600,NA
2013,Prairie provinces,Total deciles,102000,281200
2013,Prairie provinces,Lowest decile,11500,NA
2013,Prairie provinces,Second decile,28700,NA
2013,Prairie provinces,Third decile,42400,NA
2013,Prairie provinces,Fourth decile,57000,NA
2013,Prairie provinces,Fifth decile,72200,NA
2013,Prairie provinces,Sixth decile,90400,NA
2013,Prairie provinces,Seventh decile,110100,NA
2013,Prairie provinces,Eighth decile,136000,NA
2013,Prairie provinces,Ninth decile,178700,NA
2013,Prairie provinces,Highest decile,292700,NA
2013,Manitoba,Total deciles,83800,221700
2013,Manitoba,Lowest decile,11900,NA
2013,Manitoba,Second decile,26300,NA
2013,Manitoba,Third decile,37700,NA
2013,Manitoba,Fourth decile,49200,NA
2013,Manitoba,Fifth decile,61800,NA
2013,Manitoba,Sixth decile,75300,NA
2013,Manitoba,Seventh decile,91000,NA
2013,Manitoba,Eighth decile,110300,NA
2013,Manitoba,Ninth decile,141100,NA
2013,Manitoba,Highest decile,233600,NA
2013,Saskatchewan,Total deciles,92100,253600
2013,Saskatchewan,Lowest decile,11200,NA
2013,Saskatchewan,Second decile,26400,NA
2013,Saskatchewan,Third decile,37600,NA
2013,Saskatchewan,Fourth decile,50300,NA
2013,Saskatchewan,Fifth decile,64800,NA
2013,Saskatchewan,Sixth decile,81800,NA
2013,Saskatchewan,Seventh decile,99800,NA
2013,Saskatchewan,Eighth decile,124400,NA
2013,Saskatchewan,Ninth decile,159600,NA
2013,Saskatchewan,Highest decile,264800,NA
2013,Alberta,Total deciles,110000,300000
2013,Alberta,Lowest decile,11600,NA
2013,Alberta,Second decile,30400,NA
2013,Alberta,Third decile,46100,NA
2013,Alberta,Fourth decile,61800,NA
2013,Alberta,Fifth decile,78500,NA
2013,Alberta,Sixth decile,99000,NA
2013,Alberta,Seventh decile,118600,NA
2013,Alberta,Eighth decile,149200,NA
2013,Alberta,Ninth decile,193100,NA
2013,Alberta,Highest decile,311600,NA
2013,British Columbia,Total deciles,85100,245600
2013,British Columbia,Lowest decile,7100,NA
2013,British Columbia,Second decile,22100,NA
2013,British Columbia,Third decile,33700,NA
2013,British Columbia,Fourth decile,45500,NA
2013,British Columbia,Fifth decile,58700,NA
2013,British Columbia,Sixth decile,74100,NA
2013,British Columbia,Seventh decile,91500,NA
2013,British Columbia,Eighth decile,114600,NA
2013,British Columbia,Ninth decile,151400,NA
2013,British Columbia,Highest decile,252700,NA
2014,Canada,Total deciles,88800,254700
2014,Canada,Lowest decile,11000,NA
2014,Canada,Second decile,24500,NA
2014,Canada,Third decile,36400,NA
2014,Canada,Fourth decile,47900,NA
2014,Canada,Fifth decile,61300,NA
2014,Canada,Sixth decile,76600,NA
2014,Canada,Seventh decile,94500,NA
2014,Canada,Eighth decile,117500,NA
2014,Canada,Ninth decile,152000,NA
2014,Canada,Highest decile,265700,NA
2014,Atlantic provinces,Total deciles,77900,204600
2014,Atlantic provinces,Lowest decile,12100,NA
2014,Atlantic provinces,Second decile,23600,NA
2014,Atlantic provinces,Third decile,33400,NA
2014,Atlantic provinces,Fourth decile,42800,NA
2014,Atlantic provinces,Fifth decile,54900,NA
2014,Atlantic provinces,Sixth decile,69200,NA
2014,Atlantic provinces,Seventh decile,84700,NA
2014,Atlantic provinces,Eighth decile,105200,NA
2014,Atlantic provinces,Ninth decile,136600,NA
2014,Atlantic provinces,Highest decile,216700,NA
2014,Newfoundland and Labrador,Total deciles,87300,224800
2014,Newfoundland and Labrador,Lowest decile,14300,NA
2014,Newfoundland and Labrador,Second decile,24800,NA
2014,Newfoundland and Labrador,Third decile,35200,NA
2014,Newfoundland and Labrador,Fourth decile,47000,NA
2014,Newfoundland and Labrador,Fifth decile,61500,NA
2014,Newfoundland and Labrador,Sixth decile,78000,NA
2014,Newfoundland and Labrador,Seventh decile,96400,NA
2014,Newfoundland and Labrador,Eighth decile,120200,NA
2014,Newfoundland and Labrador,Ninth decile,156700,NA
2014,Newfoundland and Labrador,Highest decile,239100,NA
2014,Prince Edward Island,Total deciles,75500,195100
2014,Prince Edward Island,Lowest decile,12900,NA
2014,Prince Edward Island,Second decile,24200,NA
2014,Prince Edward Island,Third decile,34300,NA
2014,Prince Edward Island,Fourth decile,43900,NA
2014,Prince Edward Island,Fifth decile,56800,NA
2014,Prince Edward Island,Sixth decile,67500,NA
2014,Prince Edward Island,Seventh decile,79900,NA
2014,Prince Edward Island,Eighth decile,97900,NA
2014,Prince Edward Island,Ninth decile,129600,NA
2014,Prince Edward Island,Highest decile,208000,NA
2014,Nova Scotia,Total deciles,76700,209100
2014,Nova Scotia,Lowest decile,10500,NA
2014,Nova Scotia,Second decile,22600,NA
2014,Nova Scotia,Third decile,32000,NA
2014,Nova Scotia,Fourth decile,41900,NA
2014,Nova Scotia,Fifth decile,53300,NA
2014,Nova Scotia,Sixth decile,66800,NA
2014,Nova Scotia,Seventh decile,82100,NA
2014,Nova Scotia,Eighth decile,102700,NA
2014,Nova Scotia,Ninth decile,135200,NA
2014,Nova Scotia,Highest decile,219600,NA
2014,New Brunswick,Total deciles,73500,181700
2014,New Brunswick,Lowest decile,12400,NA
2014,New Brunswick,Second decile,24000,NA
2014,New Brunswick,Third decile,33700,NA
2014,New Brunswick,Fourth decile,41600,NA
2014,New Brunswick,Fifth decile,52700,NA
2014,New Brunswick,Sixth decile,67300,NA
2014,New Brunswick,Seventh decile,82100,NA
2014,New Brunswick,Eighth decile,100100,NA
2014,New Brunswick,Ninth decile,126700,NA
2014,New Brunswick,Highest decile,194100,NA
2014,Quebec,Total deciles,76800,210200
2014,Quebec,Lowest decile,11600,NA
2014,Quebec,Second decile,23400,NA
2014,Quebec,Third decile,33700,NA
2014,Quebec,Fourth decile,43200,NA
2014,Quebec,Fifth decile,53800,NA
2014,Quebec,Sixth decile,66800,NA
2014,Quebec,Seventh decile,82400,NA
2014,Quebec,Eighth decile,102000,NA
2014,Quebec,Ninth decile,129800,NA
2014,Quebec,Highest decile,221800,NA
2014,Ontario,Total deciles,92400,266400
2014,Ontario,Lowest decile,10800,NA
2014,Ontario,Second decile,24700,NA
2014,Ontario,Third decile,37300,NA
2014,Ontario,Fourth decile,49400,NA
2014,Ontario,Fifth decile,63400,NA
2014,Ontario,Sixth decile,79400,NA
2014,Ontario,Seventh decile,98100,NA
2014,Ontario,Eighth decile,122900,NA
2014,Ontario,Ninth decile,160800,NA
2014,Ontario,Highest decile,277200,NA
2014,Prairie provinces,Total deciles,105700,300000
2014,Prairie provinces,Lowest decile,12900,NA
2014,Prairie provinces,Second decile,29900,NA
2014,Prairie provinces,Third decile,44600,NA
2014,Prairie provinces,Fourth decile,59700,NA
2014,Prairie provinces,Fifth decile,75700,NA
2014,Prairie provinces,Sixth decile,93100,NA
2014,Prairie provinces,Seventh decile,112500,NA
2014,Prairie provinces,Eighth decile,137200,NA
2014,Prairie provinces,Ninth decile,178300,NA
2014,Prairie provinces,Highest decile,312900,NA
2014,Manitoba,Total deciles,84600,223800
2014,Manitoba,Lowest decile,12700,NA
2014,Manitoba,Second decile,27600,NA
2014,Manitoba,Third decile,38600,NA
2014,Manitoba,Fourth decile,48500,NA
2014,Manitoba,Fifth decile,61300,NA
2014,Manitoba,Sixth decile,75100,NA
2014,Manitoba,Seventh decile,91900,NA
2014,Manitoba,Eighth decile,112400,NA
2014,Manitoba,Ninth decile,141500,NA
2014,Manitoba,Highest decile,236500,NA
2014,Saskatchewan,Total deciles,97100,265300
2014,Saskatchewan,Lowest decile,13700,NA
2014,Saskatchewan,Second decile,26400,NA
2014,Saskatchewan,Third decile,39400,NA
2014,Saskatchewan,Fourth decile,53500,NA
2014,Saskatchewan,Fifth decile,69400,NA
2014,Saskatchewan,Sixth decile,86300,NA
2014,Saskatchewan,Seventh decile,106700,NA
2014,Saskatchewan,Eighth decile,131600,NA
2014,Saskatchewan,Ninth decile,165300,NA
2014,Saskatchewan,Highest decile,279000,NA
2014,Alberta,Total deciles,114200,325700
2014,Alberta,Lowest decile,12800,NA
2014,Alberta,Second decile,32300,NA
2014,Alberta,Third decile,49200,NA
2014,Alberta,Fourth decile,66000,NA
2014,Alberta,Fifth decile,82600,NA
2014,Alberta,Sixth decile,100400,NA
2014,Alberta,Seventh decile,120400,NA
2014,Alberta,Eighth decile,147100,NA
2014,Alberta,Ninth decile,192900,NA
2014,Alberta,Highest decile,338500,NA
2014,British Columbia,Total deciles,84000,243800
2014,British Columbia,Lowest decile,8600,NA
2014,British Columbia,Second decile,21700,NA
2014,British Columbia,Third decile,33700,NA
2014,British Columbia,Fourth decile,45000,NA
2014,British Columbia,Fifth decile,58000,NA
2014,British Columbia,Sixth decile,72300,NA
2014,British Columbia,Seventh decile,89700,NA
2014,British Columbia,Eighth decile,113000,NA
2014,British Columbia,Ninth decile,145300,NA
2014,British Columbia,Highest decile,252400,NA
2015,Canada,Total deciles,89300,259900
2015,Canada,Lowest decile,10300,NA
2015,Canada,Second decile,23700,NA
2015,Canada,Third decile,35300,NA
2015,Canada,Fourth decile,47300,NA
2015,Canada,Fifth decile,60800,NA
2015,Canada,Sixth decile,76900,NA
2015,Canada,Seventh decile,95400,NA
2015,Canada,Eighth decile,119200,NA
2015,Canada,Ninth decile,153900,NA
2015,Canada,Highest decile,270200,NA
2015,Atlantic provinces,Total deciles,77900,211400
2015,Atlantic provinces,Lowest decile,9800,NA
2015,Atlantic provinces,Second decile,22400,NA
2015,Atlantic provinces,Third decile,31600,NA
2015,Atlantic provinces,Fourth decile,42000,NA
2015,Atlantic provinces,Fifth decile,54200,NA
2015,Atlantic provinces,Sixth decile,68500,NA
2015,Atlantic provinces,Seventh decile,85500,NA
2015,Atlantic provinces,Eighth decile,106600,NA
2015,Atlantic provinces,Ninth decile,137400,NA
2015,Atlantic provinces,Highest decile,221200,NA
2015,Newfoundland and Labrador,Total deciles,89200,254900
2015,Newfoundland and Labrador,Lowest decile,11400,NA
2015,Newfoundland and Labrador,Second decile,23000,NA
2015,Newfoundland and Labrador,Third decile,32800,NA
2015,Newfoundland and Labrador,Fourth decile,43100,NA
2015,Newfoundland and Labrador,Fifth decile,57200,NA
2015,Newfoundland and Labrador,Sixth decile,75600,NA
2015,Newfoundland and Labrador,Seventh decile,97800,NA
2015,Newfoundland and Labrador,Eighth decile,123900,NA
2015,Newfoundland and Labrador,Ninth decile,161500,NA
2015,Newfoundland and Labrador,Highest decile,266300,NA
2015,Prince Edward Island,Total deciles,74700,189100
2015,Prince Edward Island,Lowest decile,10000,NA
2015,Prince Edward Island,Second decile,23600,NA
2015,Prince Edward Island,Third decile,32400,NA
2015,Prince Edward Island,Fourth decile,41600,NA
2015,Prince Edward Island,Fifth decile,55000,NA
2015,Prince Edward Island,Sixth decile,69100,NA
2015,Prince Edward Island,Seventh decile,83000,NA
2015,Prince Edward Island,Eighth decile,102000,NA
2015,Prince Edward Island,Ninth decile,131800,NA
2015,Prince Edward Island,Highest decile,199100,NA
2015,Nova Scotia,Total deciles,76600,209300
2015,Nova Scotia,Lowest decile,9000,NA
2015,Nova Scotia,Second decile,22300,NA
2015,Nova Scotia,Third decile,31700,NA
2015,Nova Scotia,Fourth decile,42000,NA
2015,Nova Scotia,Fifth decile,53000,NA
2015,Nova Scotia,Sixth decile,65900,NA
2015,Nova Scotia,Seventh decile,83400,NA
2015,Nova Scotia,Eighth decile,104400,NA
2015,Nova Scotia,Ninth decile,135600,NA
2015,Nova Scotia,Highest decile,218300,NA
2015,New Brunswick,Total deciles,72500,180800
2015,New Brunswick,Lowest decile,9800,NA
2015,New Brunswick,Second decile,21900,NA
2015,New Brunswick,Third decile,30700,NA
2015,New Brunswick,Fourth decile,41300,NA
2015,New Brunswick,Fifth decile,54100,NA
2015,New Brunswick,Sixth decile,68100,NA
2015,New Brunswick,Seventh decile,81900,NA
2015,New Brunswick,Eighth decile,100400,NA
2015,New Brunswick,Ninth decile,126400,NA
2015,New Brunswick,Highest decile,190600,NA
2015,Quebec,Total deciles,75300,203000
2015,Quebec,Lowest decile,10500,NA
2015,Quebec,Second decile,22700,NA
2015,Quebec,Third decile,32800,NA
2015,Quebec,Fourth decile,42400,NA
2015,Quebec,Fifth decile,53300,NA
2015,Quebec,Sixth decile,66600,NA
2015,Quebec,Seventh decile,82800,NA
2015,Quebec,Eighth decile,100900,NA
2015,Quebec,Ninth decile,127800,NA
2015,Quebec,Highest decile,213500,NA
2015,Ontario,Total deciles,93900,277800
2015,Ontario,Lowest decile,10500,NA
2015,Ontario,Second decile,24100,NA
2015,Ontario,Third decile,36700,NA
2015,Ontario,Fourth decile,49300,NA
2015,Ontario,Fifth decile,63100,NA
2015,Ontario,Sixth decile,79700,NA
2015,Ontario,Seventh decile,99500,NA
2015,Ontario,Eighth decile,124900,NA
2015,Ontario,Ninth decile,163300,NA
2015,Ontario,Highest decile,288300,NA
2015,Prairie provinces,Total deciles,108000,315000
2015,Prairie provinces,Lowest decile,14400,NA
2015,Prairie provinces,Second decile,31500,NA
2015,Prairie provinces,Third decile,45400,NA
2015,Prairie provinces,Fourth decile,59300,NA
2015,Prairie provinces,Fifth decile,75300,NA
2015,Prairie provinces,Sixth decile,93200,NA
2015,Prairie provinces,Seventh decile,113300,NA
2015,Prairie provinces,Eighth decile,139500,NA
2015,Prairie provinces,Ninth decile,178500,NA
2015,Prairie provinces,Highest decile,329400,NA
2015,Manitoba,Total deciles,86000,231300
2015,Manitoba,Lowest decile,11300,NA
2015,Manitoba,Second decile,26300,NA
2015,Manitoba,Third decile,39300,NA
2015,Manitoba,Fourth decile,50100,NA
2015,Manitoba,Fifth decile,61600,NA
2015,Manitoba,Sixth decile,76000,NA
2015,Manitoba,Seventh decile,93000,NA
2015,Manitoba,Eighth decile,114900,NA
2015,Manitoba,Ninth decile,145200,NA
2015,Manitoba,Highest decile,242600,NA
2015,Saskatchewan,Total deciles,95300,258100
2015,Saskatchewan,Lowest decile,13500,NA
2015,Saskatchewan,Second decile,28200,NA
2015,Saskatchewan,Third decile,41300,NA
2015,Saskatchewan,Fourth decile,54000,NA
2015,Saskatchewan,Fifth decile,67800,NA
2015,Saskatchewan,Sixth decile,84800,NA
2015,Saskatchewan,Seventh decile,103800,NA
2015,Saskatchewan,Eighth decile,125900,NA
2015,Saskatchewan,Ninth decile,161700,NA
2015,Saskatchewan,Highest decile,271600,NA
2015,Alberta,Total deciles,118100,348900
2015,Alberta,Lowest decile,16200,NA
2015,Alberta,Second decile,34400,NA
2015,Alberta,Third decile,49000,NA
2015,Alberta,Fourth decile,65400,NA
2015,Alberta,Fifth decile,82900,NA
2015,Alberta,Sixth decile,101300,NA
2015,Alberta,Seventh decile,122600,NA
2015,Alberta,Eighth decile,151200,NA
2015,Alberta,Ninth decile,193400,NA
2015,Alberta,Highest decile,365100,NA
2015,British Columbia,Total deciles,83700,236200
2015,British Columbia,Lowest decile,6900,NA
2015,British Columbia,Second decile,18900,NA
2015,British Columbia,Third decile,28400,NA
2015,British Columbia,Fourth decile,41200,NA
2015,British Columbia,Fifth decile,56100,NA
2015,British Columbia,Sixth decile,73800,NA
2015,British Columbia,Seventh decile,93500,NA
2015,British Columbia,Eighth decile,120600,NA
2015,British Columbia,Ninth decile,154800,NA
2015,British Columbia,Highest decile,243100,NA
2016,Canada,Total deciles,88400,253100
2016,Canada,Lowest decile,10700,NA
2016,Canada,Second decile,24300,NA
2016,Canada,Third decile,35800,NA
2016,Canada,Fourth decile,47400,NA
